Provider,Category,Topic/Course,CPD Hours,Learning_Type,Learning_Outcomes,Course_Title,Subject_Area,CPD_Hours_Numeric,Delivery_Format,Target_Audience
AccountingCPD.net,Taxation,2025 Quarterly Updates - Autumn,4,Course,Autumn quarter tax updates,2025 Quarterly Updates - Autumn,Taxation,4.0,Standard Course,All Levels - Update
AccountingCPD.net,Taxation,2025 Quarterly Updates - Spring,4,Course,Spring quarter tax updates,2025 Quarterly Updates - Spring,Taxation,4.0,Standard Course,All Levels - Update
AccountingCPD.net,Taxation,2025 Quarterly Updates - Summer,4,Course,Summer quarter tax updates,2025 Quarterly Updates - Summer,Taxation,4.0,Standard Course,All Levels - Update
AccountingCPD.net,Taxation,2025 Quarterly Updates - Winter,4,Course,Winter quarter tax updates,2025 Quarterly Updates - Winter,Taxation,4.0,Standard Course,All Levels - Update
AccountingCPD.net,Taxation,Deferred Tax,4,Course,Deferred tax accounting and calculation principles,Deferred Tax,Taxation,4.0,Standard Course,All Levels
AccountingCPD.net,Taxation,Employment and Payroll Taxes,4,Course,"PAYE, NIC and employment tax issues",Employment and Payroll Taxes,Taxation,4.0,Standard Course,All Levels
AccountingCPD.net,Taxation,Expenses and Benefits,4,Course,Employment benefit taxation and P11D reporting,Expenses and Benefits,Taxation,4.0,Standard Course,All Levels
AccountingCPD.net,Taxation,HMRC Enquiries and Investigations,4,Course,Managing tax enquiries and investigation procedures,HMRC Enquiries and Investigations,Taxation,4.0,Standard Course,All Levels
AccountingCPD.net,Taxation,Making Tax Digital,4,Course,MTD implementation and compliance requirements,Making Tax Digital,Taxation,4.0,Standard Course,All Levels
AccountingCPD.net,Taxation,Partnership Tax,4,Course,Partnership taxation and profit allocation,Partnership Tax,Taxation,4.0,Standard Course,All Levels
AccountingCPD.net,Taxation,Payroll and PAYE,4,Course,Payroll operation and PAYE compliance,Payroll and PAYE,Taxation,4.0,Standard Course,All Levels
AccountingCPD.net,Taxation,Property Tax,4,Course,Property taxation including capital gains and income,Property Tax,Taxation,4.0,Standard Course,All Levels
AccountingCPD.net,Taxation,R&D Tax Relief,4,Course,Research and development tax incentives and claims,R&D Tax Relief,Taxation,4.0,Standard Course,All Levels
AccountingCPD.net,Taxation,Tax in Buying and Selling a Business,4,Course,Corporate transaction tax considerations,Tax in Buying and Selling a Business,Taxation,4.0,Standard Course,All Levels
AccountingCPD.net,Taxation,VAT Tips and Tricks,4,Course,Advanced VAT planning and compliance strategies,VAT Tips and Tricks,Taxation,4.0,Standard Course,All Levels
AccountingCPD.net,Taxation,VAT: Key Issues,4,Course,Core VAT principles and complex issues,VAT: Key Issues,Taxation,4.0,Standard Course,All Levels
AccountingCPD.net,Update Programmes & Specialty Content,2024-25 Update: The Year in Accountancy,4,Course,Annual review of key accounting developments and trends,2024-25 Update: The Year in Accountancy,Update Programmes & Specialty Content,4.0,Standard Course,All Levels - Update
AccountingCPD.net,Update Programmes & Specialty Content,Accountants Update Programme 2025 (International),22,Programme,Year-round international updates and developments,Accountants Update Programme 2025 (International),Update Programmes & Specialty Content,22.0,Update Programme,All Levels - Update
AccountingCPD.net,Update Programmes & Specialty Content,Accountants Update Programme 2025 (Ireland),22,Programme,Year-round Ireland-specific updates and developments,Accountants Update Programme 2025 (Ireland),Update Programmes & Specialty Content,22.0,Update Programme,All Levels - Update
AccountingCPD.net,Update Programmes & Specialty Content,Accountants Update Programme 2025 (UK Business),22,Programme,Year-round UK business updates and developments,Accountants Update Programme 2025 (UK Business),Update Programmes & Specialty Content,22.0,Update Programme,All Levels - Update
AccountingCPD.net,Update Programmes & Specialty Content,Accountants Update Programme 2025 (UK Practice),22,Programme,Year-round UK practice updates and developments,Accountants Update Programme 2025 (UK Practice),Update Programmes & Specialty Content,22.0,Update Programme,All Levels - Update
AccountingCPD.net,Update Programmes & Specialty Content,CPD Bites,0.25,Bite-sized,Weekly 15-minute updates on accounting developments,CPD Bites,Update Programmes & Specialty Content,0.25,Micro-Learning,All Levels
AccountingCPD.net,Update Programmes & Specialty Content,Career Progression Pathway: Finance Business Partner,21,Pathway,Business partnering skills and stakeholder management,Career Progression Pathway: Finance Business Partner,Update Programmes & Specialty Content,21.0,Career Progression Pathway,All Levels
AccountingCPD.net,Update Programmes & Specialty Content,Career Progression Pathway: Trusted Advisor,21,Pathway,Advisory skills and client relationship management,Career Progression Pathway: Trusted Advisor,Update Programmes & Specialty Content,21.0,Career Progression Pathway,All Levels
AccountingCPD.net,Update Programmes & Specialty Content,Expert Interviews,0.5-1,Video,Industry leader interviews and professional insights,Expert Interviews,Update Programmes & Specialty Content,0.5,Video Content,All Levels
AccountingCPD.net,Update Programmes & Specialty Content,Monthly Webinars,1-2,Webinar,Regular expert-led sessions on current topics,Monthly Webinars,Update Programmes & Specialty Content,1.5,Live Webinar,All Levels
AccountingCPD.net,Update Programmes & Specialty Content,News Bites,0.25,Bite-sized,Regular news updates and professional insights,News Bites,Update Programmes & Specialty Content,0.25,Micro-Learning,All Levels
Mercia,Accounting & Financial Reporting,Accounting - What's New for Spring 2025,1.5,Course,Updates on recent accounting changes and topical issues,Accounting - What's New for Spring 2025,Accounting & Financial Reporting,1.5,Standard Course,All Levels - Update
Mercia,Accounting & Financial Reporting,An Annual Roundup of What's New and Topical in Accounting,3,Course,Recent accounting changes and regulatory issues,An Annual Roundup of What's New and Topical in Accounting,Accounting & Financial Reporting,3.0,Standard Course,All Levels - Update
Mercia,Accounting & Financial Reporting,Bookkeeping Case Study,N/A,Course,Practical bookkeeping application,Bookkeeping Case Study,Accounting & Financial Reporting,0.0,Standard Course,All Levels
Mercia,Accounting & Financial Reporting,Bookkeeping: The First Principles,N/A,Course,Basic bookkeeping fundamentals,Bookkeeping: The First Principles,Accounting & Financial Reporting,0.0,Standard Course,All Levels
Mercia,Accounting & Financial Reporting,Bookkeeping: The Next Stages,N/A,Course,Advanced bookkeeping concepts,Bookkeeping: The Next Stages,Accounting & Financial Reporting,0.0,Standard Course,All Levels
Mercia,Accounting & Financial Reporting,Cash Flow Statements,N/A,Course,Preparation and presentation of cash flow statements,Cash Flow Statements,Accounting & Financial Reporting,0.0,Standard Course,All Levels
Mercia,Accounting & Financial Reporting,Financial Instruments - Accounting Issues,3,Course,FRS 102 sections 11 and 12 coverage,Financial Instruments - Accounting Issues,Accounting & Financial Reporting,3.0,Standard Course,All Levels
Mercia,Accounting & Financial Reporting,Groups - Accounting Issues,3,Course,Key requirements for preparing group accounts and common issues,Groups - Accounting Issues,Accounting & Financial Reporting,3.0,Standard Course,All Levels
Mercia,Accounting & Financial Reporting,Impairment of Assets,N/A,Course,Asset impairment testing and accounting,Impairment of Assets,Accounting & Financial Reporting,0.0,Standard Course,All Levels
Mercia,Accounting & Financial Reporting,Intangible Assets,N/A,Course,Intangible asset recognition and measurement,Intangible Assets,Accounting & Financial Reporting,0.0,Standard Course,All Levels
Mercia,Accounting & Financial Reporting,Introduction to Deferred Tax,N/A,Course,Deferred tax accounting basics,Introduction to Deferred Tax,Accounting & Financial Reporting,0.0,Standard Course,Foundation/Refresher
Mercia,Accounting & Financial Reporting,Investment Properties,N/A,Course,Investment property accounting,Investment Properties,Accounting & Financial Reporting,0.0,Standard Course,All Levels
Mercia,Accounting & Financial Reporting,Leases,N/A,Course,Lease accounting (reflecting changes effective 1 January 2026),Leases,Accounting & Financial Reporting,0.0,Standard Course,All Levels
Mercia,Accounting & Financial Reporting,PPE and Borrowing Costs,N/A,Course,"Property, plant and equipment accounting",PPE and Borrowing Costs,Accounting & Financial Reporting,0.0,Standard Course,All Levels
Mercia,Accounting & Financial Reporting,Preparing Accounts - More Complex Issues,2,Course,Complex disclosure and accounting errors in company accounts,Preparing Accounts - More Complex Issues,Accounting & Financial Reporting,2.0,Standard Course,All Levels
Mercia,Accounting & Financial Reporting,Preparing and Finalising Accounts,6,Course,Common accounting adjustments and final review process,Preparing and Finalising Accounts,Accounting & Financial Reporting,6.0,Standard Course,All Levels
Mercia,Accounting & Financial Reporting,Provisions and Contingencies,N/A,Course,Accounting for provisions and contingencies,Provisions and Contingencies,Accounting & Financial Reporting,0.0,Standard Course,All Levels
Mercia,Accounting & Financial Reporting,Revenue Recognition,N/A,Course,Revenue accounting (reflecting changes effective 1 January 2026),Revenue Recognition,Accounting & Financial Reporting,0.0,Standard Course,All Levels
Mercia,Accounting & Financial Reporting,UK GAAP Library,43.5,Course,Interactive library covering all areas of UK GAAP with 20+ modules,UK GAAP Library,Accounting & Financial Reporting,43.5,Standard Course,All Levels
Mercia,Accounting & Financial Reporting,Understanding Company Accounts,N/A,Course,Company financial statements fundamentals,Understanding Company Accounts,Accounting & Financial Reporting,0.0,Standard Course,All Levels
Mercia,Auditing,Accounting and Audit - What You Need to Know in Spring 2025,N/A,Course,Key changes in accounting and auditing and relevant legislation,Accounting and Audit - What You Need to Know in Spring 2025,Auditing,0.0,Standard Course,All Levels
Mercia,Auditing,An Effective Approach to Auditing,2,Course,ISA-compliant and efficient audit approach for smaller businesses,An Effective Approach to Auditing,Auditing,2.0,Standard Course,All Levels
Mercia,Auditing,Audit Methodology,N/A,Course,Comprehensive audit methodology training,Audit Methodology,Auditing,0.0,Standard Course,All Levels
Mercia,Auditing,Auditing Skills Series - Year 1,N/A,Course,Foundation audit skills for early careers,Auditing Skills Series - Year 1,Auditing,0.0,Standard Course,Early Career/Trainee
Mercia,Auditing,Auditing Skills Series - Year 2,N/A,Course,Intermediate audit skills,Auditing Skills Series - Year 2,Auditing,0.0,Standard Course,Early Career/Trainee
Mercia,Auditing,Auditing Skills Series - Year 3,N/A,Course,Advanced audit skills,Auditing Skills Series - Year 3,Auditing,0.0,Standard Course,All Levels
Mercia,Auditing,How to Audit Bank/Cash,N/A,Course,Specific audit procedures for cash and bank,How to Audit Bank/Cash,Auditing,0.0,Standard Course,All Levels
Mercia,Auditing,How to Audit Inventory,N/A,Course,Inventory audit procedures,How to Audit Inventory,Auditing,0.0,Standard Course,All Levels
Mercia,Auditing,How to Audit More Complex Areas Case Study,12,Course,Practical case study for complex audit areas,How to Audit More Complex Areas Case Study,Auditing,12.0,Standard Course,All Levels
Mercia,Auditing,How to Audit Payroll,N/A,Course,Payroll audit procedures,How to Audit Payroll,Auditing,0.0,Standard Course,All Levels
Mercia,Auditing,How to Audit: Intangibles,N/A,Course,Intangible asset audit procedures,How to Audit: Intangibles,Auditing,0.0,Standard Course,All Levels
Mercia,Auditing,How to Audit: Journals,N/A,Course,Journal entry testing,How to Audit: Journals,Auditing,0.0,Standard Course,All Levels
Mercia,Auditing,How to Audit: Related Party Transactions,N/A,Course,Related party audit procedures,How to Audit: Related Party Transactions,Auditing,0.0,Standard Course,All Levels
Mercia,Auditing,How to Audit: Tax,N/A,Course,Tax-related audit procedures,How to Audit: Tax,Auditing,0.0,Standard Course,All Levels
Mercia,Auditing,Introduction to Audit and How to Audit Case Study,N/A,Course,Basic audit introduction with case study,Introduction to Audit and How to Audit Case Study,Auditing,0.0,Standard Course,Foundation/Refresher
Mercia,Auditing,Introduction to Using Technology in Audit,2,Course,Technological tools and audit data analytics,Introduction to Using Technology in Audit,Auditing,2.0,Standard Course,Foundation/Refresher
Mercia,Auditing,Mercia Methodology Training,N/A,Course,8-module methodology training series,Mercia Methodology Training,Auditing,0.0,Standard Course,All Levels
Mercia,Auditing,Practical Aspects of Auditing Your Client's IT Environment,2,Course,ISA 315 and IT risks in audit,Practical Aspects of Auditing Your Client's IT Environment,Auditing,2.0,Standard Course,All Levels
Mercia,Back to Basics,Accounting and Auditing Courses,N/A,Course,Interactive eLearning for core concepts,Accounting and Auditing Courses,Back to Basics,0.0,Standard Course,All Levels
Mercia,Back to Basics,Financial Reporting Courses,N/A,Course,Refresher on financial reporting fundamentals,Financial Reporting Courses,Back to Basics,0.0,Standard Course,All Levels
Mercia,Back to Basics,Regulatory Training Courses,N/A,Course,Core regulatory compliance training,Regulatory Training Courses,Back to Basics,0.0,Standard Course,All Levels
Mercia,Conferences,Specialist Conferences,N/A,Course,One-day conferences for various sectors and topics,Specialist Conferences,Conferences,0.0,Standard Course,All Levels
Mercia,ESG & Sustainability,ESG - An Introduction to Tax Issues,N/A,Course,Tax implications of ESG initiatives,ESG - An Introduction to Tax Issues,ESG & Sustainability,0.0,Standard Course,Foundation/Refresher
Mercia,ESG & Sustainability,Introduction to Sustainability Reporting,N/A,Course,Fundamentals of sustainability reporting,Introduction to Sustainability Reporting,ESG & Sustainability,0.0,Standard Course,Foundation/Refresher
Mercia,ESG & Sustainability,Sustainability Reporting - An Update on the Changing Legislative Environment,N/A,Course,ESG legislation and assurance developments,Sustainability Reporting - An Update on the Changing Legislative Environment,ESG & Sustainability,0.0,Standard Course,All Levels - Update
Mercia,Early Careers,Early Careers Programme,N/A,Course,Comprehensive programme for accounting trainees,Early Careers Programme,Early Careers,0.0,Standard Course,Early Career/Trainee
Mercia,Ethics & Compliance,AML Update and Refresher,N/A,Course,Anti-money laundering updates,AML Update and Refresher,Ethics & Compliance,0.0,Standard Course,All Levels - Update
Mercia,Ethics & Compliance,"Compliance Update - Ethics, AML and Sustainability",N/A,Course,Comprehensive compliance update,"Compliance Update - Ethics, AML and Sustainability",Ethics & Compliance,0.0,Standard Course,All Levels - Update
Mercia,Ethics & Compliance,Introduction to Bribery,N/A,Course,Bribery Act compliance,Introduction to Bribery,Ethics & Compliance,0.0,Standard Course,Foundation/Refresher
Mercia,Ethics & Compliance,Introduction to Criminal Finances Act,N/A,Course,Criminal Finances Act requirements,Introduction to Criminal Finances Act,Ethics & Compliance,0.0,Standard Course,Foundation/Refresher
Mercia,Ethics & Compliance,Introduction to GDPR,N/A,Course,Data protection and privacy compliance,Introduction to GDPR,Ethics & Compliance,0.0,Standard Course,Foundation/Refresher
Mercia,Ethics & Compliance,Introduction to Money Laundering,N/A,Course,AML basics and requirements,Introduction to Money Laundering,Ethics & Compliance,0.0,Standard Course,Foundation/Refresher
Mercia,Ethics & Compliance,Introduction to PCRT,N/A,Course,PCRT compliance requirements,Introduction to PCRT,Ethics & Compliance,0.0,Standard Course,Foundation/Refresher
Mercia,Ethics & Compliance,Introduction to Professional Ethics,N/A,Course,Professional ethics fundamentals,Introduction to Professional Ethics,Ethics & Compliance,0.0,Standard Course,Foundation/Refresher
Mercia,Ethics & Compliance,Navigating Ethical Requirements in 2025,N/A,Course,Ethical rules and practical implementation,Navigating Ethical Requirements in 2025,Ethics & Compliance,0.0,Standard Course,All Levels
Mercia,Ethics & Compliance,Regulatory Training Series,N/A,Course,Comprehensive regulatory compliance training,Regulatory Training Series,Ethics & Compliance,0.0,Standard Course,All Levels
Mercia,IFRS & International Standards,IFRS 15 Revenue from Contracts with Customers,4,Course,Comprehensive IFRS 15 coverage,IFRS 15 Revenue from Contracts with Customers,IFRS & International Standards,4.0,Standard Course,All Levels
Mercia,IFRS & International Standards,IFRS Library,N/A,Course,Complete IFRS training library,IFRS Library,IFRS & International Standards,0.0,Standard Course,All Levels
Mercia,IFRS & International Standards,IFRS Update and Refresher for 2025,3,Course,IFRS changes and differences with UK GAAP,IFRS Update and Refresher for 2025,IFRS & International Standards,3.0,Standard Course,All Levels - Update
Mercia,IFRS & International Standards,Mercia Certificates In IFRS,N/A,Course,Comprehensive IFRS certification programme,Mercia Certificates In IFRS,IFRS & International Standards,0.0,Standard Course,All Levels
Mercia,Professional Skills & Management,Building a Tech-Enabled Organisation,N/A,Course,Organisational technology adoption,Building a Tech-Enabled Organisation,Professional Skills & Management,0.0,Standard Course,Senior/Leadership
Mercia,Professional Skills & Management,Communicating Effectively,N/A,Course,Communication skills development,Communicating Effectively,Professional Skills & Management,0.0,Standard Course,Senior/Leadership
Mercia,Professional Skills & Management,Getting Started with ESG,1,Course,Introduction to ESG from accounting and tax perspective,Getting Started with ESG,Professional Skills & Management,1.0,Standard Course,Senior/Leadership
Mercia,Professional Skills & Management,Leading a Team,N/A,Course,Team leadership skills and techniques,Leading a Team,Professional Skills & Management,0.0,Standard Course,Senior/Leadership
Mercia,Professional Skills & Management,Making Decisions and Prioritising,N/A,Course,Decision-making and prioritisation skills,Making Decisions and Prioritising,Professional Skills & Management,0.0,Standard Course,Senior/Leadership
Mercia,Professional Skills & Management,Making the Right Start with Colleagues and Clients,N/A,Course,Professional relationship building,Making the Right Start with Colleagues and Clients,Professional Skills & Management,0.0,Standard Course,Senior/Leadership
Mercia,Professional Skills & Management,Mental Health and Wellbeing Series,N/A,Course,Workplace wellbeing and mental health support,Mental Health and Wellbeing Series,Professional Skills & Management,0.0,Standard Course,Senior/Leadership
Mercia,Professional Skills & Management,Module 3 - Succeeding at Management,6,Course,Advanced management skills including performance management,Module 3 - Succeeding at Management,Professional Skills & Management,6.0,Standard Course,Senior/Leadership
Mercia,Professional Skills & Management,People Management,2,Course,Transitioning from technical role to people manager,People Management,Professional Skills & Management,2.0,Standard Course,Senior/Leadership
Mercia,Professional Skills & Management,Professional Skills for Trainees - Year 2,6,Course,Problem solving and decision making for second year trainees,Professional Skills for Trainees - Year 2,Professional Skills & Management,6.0,Standard Course,Early Career/Trainee
Mercia,Professional Skills & Management,Professional Skills for Trainees – Year 1,N/A,Course,Foundation professional skills,Professional Skills for Trainees – Year 1,Professional Skills & Management,0.0,Standard Course,Early Career/Trainee
Mercia,Professional Skills & Management,Time Management,N/A,Course,Effective time management techniques,Time Management,Professional Skills & Management,0.0,Standard Course,Senior/Leadership
Mercia,Professional Skills & Management,Using and Communicating with Data,N/A,Course,Data analysis and communication skills,Using and Communicating with Data,Professional Skills & Management,0.0,Standard Course,Senior/Leadership
Mercia,Professional Skills & Management,Writing Skills,N/A,Course,Professional writing skills development,Writing Skills,Professional Skills & Management,0.0,Standard Course,Senior/Leadership
Mercia,Specialist Sectors,Charities - Approaching the Difficult Accounting Areas,3,Course,Complex charity accounting areas and SORP requirements,Charities - Approaching the Difficult Accounting Areas,Specialist Sectors,3.0,Standard Course,All Levels
Mercia,Specialist Sectors,Charities - Current Accounting and Scrutiny Issues,2,Course,Charity accounts preparation and scrutiny developments,Charities - Current Accounting and Scrutiny Issues,Specialist Sectors,2.0,Standard Course,All Levels
Mercia,Specialist Sectors,Charities Conference,6,Course,Comprehensive charity sector conference,Charities Conference,Specialist Sectors,6.0,Standard Course,All Levels
Mercia,Specialist Sectors,Introduction to Academies,N/A,Course,Academy accounting and compliance,Introduction to Academies,Specialist Sectors,0.0,Standard Course,Foundation/Refresher
Mercia,Specialist Sectors,Introduction to Acting for FCA Clients,N/A,Course,FCA client requirements,Introduction to Acting for FCA Clients,Specialist Sectors,0.0,Standard Course,Foundation/Refresher
Mercia,Specialist Sectors,Introduction to Charities,N/A,Course,Charity sector fundamentals,Introduction to Charities,Specialist Sectors,0.0,Standard Course,Foundation/Refresher
Mercia,Specialist Sectors,Introduction to Pension Schemes,N/A,Course,Pension scheme accounting and regulation,Introduction to Pension Schemes,Specialist Sectors,0.0,Standard Course,Foundation/Refresher
Mercia,Specialist Sectors,Introduction to SRA Accounts Rules,N/A,Course,Solicitors' accounts rules,Introduction to SRA Accounts Rules,Specialist Sectors,0.0,Standard Course,Foundation/Refresher
Mercia,Specialist Sectors,Masterclass - Charity SORP Update - Leases and Revenue,N/A,Course,Specific SORP updates on leases and revenue,Masterclass - Charity SORP Update - Leases and Revenue,Specialist Sectors,0.0,Standard Course,All Levels - Update
Mercia,Specialist Sectors,Navigating the Revised SORP - Charities,1,Course,Revised charity SORP guidance,Navigating the Revised SORP - Charities,Specialist Sectors,1.0,Standard Course,All Levels
Mercia,Taxation,Back to Basics - Corporation Tax,3,Course,Fundamentals of corporation tax for owner-managed companies,Back to Basics - Corporation Tax,Taxation,3.0,Standard Course,Foundation/Refresher
Mercia,Taxation,Back to Basics VAT - Partial Exemption,1,Course,VAT partial exemption framework,Back to Basics VAT - Partial Exemption,Taxation,1.0,Standard Course,Foundation/Refresher
Mercia,Taxation,Calculating Trade Profit,N/A,Course,Business profit calculations for tax,Calculating Trade Profit,Taxation,0.0,Standard Course,All Levels
Mercia,Taxation,Capital Allowances – The Basics,N/A,Course,Basic capital allowances rules,Capital Allowances – The Basics,Taxation,0.0,Standard Course,All Levels
Mercia,Taxation,Capital Allowances – The Next Stage,N/A,Course,Advanced capital allowances,Capital Allowances – The Next Stage,Taxation,0.0,Standard Course,All Levels
Mercia,Taxation,Corporation Tax Issues,N/A,Course,Advanced corporation tax topics,Corporation Tax Issues,Taxation,0.0,Standard Course,All Levels
Mercia,Taxation,Corporation Tax Losses - Next Steps,N/A,Course,Corporate loss relief rules,Corporation Tax Losses - Next Steps,Taxation,0.0,Standard Course,All Levels
Mercia,Taxation,Employment Benefits and P11Ds,N/A,Course,Employment benefit taxation,Employment Benefits and P11Ds,Taxation,0.0,Standard Course,All Levels
Mercia,Taxation,Festival of CPD - Tax,6,Course,Comprehensive tax update and refresher,Festival of CPD - Tax,Taxation,6.0,Standard Course,All Levels
Mercia,Taxation,Introduction to Capital Gains Tax,N/A,Course,Capital gains tax fundamentals,Introduction to Capital Gains Tax,Taxation,0.0,Standard Course,Foundation/Refresher
Mercia,Taxation,Introduction to Inheritance Tax,N/A,Course,Inheritance tax basics,Introduction to Inheritance Tax,Taxation,0.0,Standard Course,Foundation/Refresher
Mercia,Taxation,Introduction to International Aspects of Personal Tax,N/A,Course,Cross-border personal tax issues,Introduction to International Aspects of Personal Tax,Taxation,0.0,Standard Course,Foundation/Refresher
Mercia,Taxation,Introduction to PAYE and NI,3,Course,UK Pay As You Earn and National Insurance regime,Introduction to PAYE and NI,Taxation,3.0,Standard Course,Foundation/Refresher
Mercia,Taxation,Introduction to Taxation of Individuals,3,Course,Basic principles of individual income tax liability,Introduction to Taxation of Individuals,Taxation,3.0,Standard Course,Foundation/Refresher
Mercia,Taxation,Introduction to Taxation of Property Income,N/A,Course,Property income tax treatment,Introduction to Taxation of Property Income,Taxation,0.0,Standard Course,Foundation/Refresher
Mercia,Taxation,Introduction to Trusts,N/A,Course,Trust taxation fundamentals,Introduction to Trusts,Taxation,0.0,Standard Course,Foundation/Refresher
Mercia,Taxation,Introduction to VAT,3,Course,Basic scope of VAT and bookkeeping entries,Introduction to VAT,Taxation,3.0,Standard Course,Foundation/Refresher
Mercia,Taxation,MTD - What you Need to Know in 2025,1.5,Course,Making Tax Digital updates,MTD - What you Need to Know in 2025,Taxation,1.5,Standard Course,All Levels
Mercia,Taxation,Payroll Update for 2025,2,Course,Important payroll updates and developments,Payroll Update for 2025,Taxation,2.0,Standard Course,All Levels - Update
Mercia,Taxation,Share and Business Valuations,3,Course,Valuation principles and methodologies for tax purposes,Share and Business Valuations,Taxation,3.0,Standard Course,All Levels
Mercia,Taxation,Tax Update - What's New for Spring 2025,3,Course,Latest developments in direct taxes and planning opportunities,Tax Update - What's New for Spring 2025,Taxation,3.0,Standard Course,All Levels - Update
Mercia,Taxation,VAT Issues for Accounts Staff,N/A,Course,VAT considerations in accounts preparation,VAT Issues for Accounts Staff,Taxation,0.0,Standard Course,All Levels
Mercia,Technology & Innovation,Future Ready Skills Series,N/A,Course,Skills needed for technology-driven future,Future Ready Skills Series,Technology & Innovation,0.0,Standard Course,All Levels
Mercia,Technology & Innovation,Masterclasses,N/A,Course,Expert insights from conference programmes,Masterclasses,Technology & Innovation,0.0,Standard Course,All Levels
Mercia,Training Services,In-House Training,N/A,Course,Customised training delivered at client premises,In-House Training,Training Services,0.0,Standard Course,All Levels
Mercia,Training Services,Professional Trainer Hire,N/A,Course,Expert trainers for internal programmes,Professional Trainer Hire,Training Services,0.0,Standard Course,All Levels
Mercia,Training Services,Student Training and Monitoring,N/A,Course,Support for ACA/ACCA student journey,Student Training and Monitoring,Training Services,0.0,Standard Course,All Levels
